seriesuid,coordX,coordY,coordZ,label
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,50.625,-30.625,-317.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,35.0,-0.625,-312.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,96.25,50.0,-312.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,85.625,-71.25,-312.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,110.625,25.0,-312.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,25.0,-61.25,-307.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,80.625,-56.25,-307.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,126.25,-20.625,-307.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,70.0,-71.25,-307.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,40.0,-65.625,-302.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,90.625,-76.25,-302.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,111.25,-45.625,-302.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,91.25,-30.625,-302.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,111.25,-50.625,-292.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,0.0,-40.625,-287.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,90.625,-56.25,-287.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,100.625,-25.625,-287.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,85.625,-20.625,-287.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,131.25,-20.625,-287.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,65.625,-66.25,-282.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,115.625,-50.625,-282.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,45.0,-15.625,-282.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,121.25,-45.625,-277.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,55.625,-20.625,-277.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,85.625,50.0,-277.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,19.375,-41.25,-276.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,131.25,25.0,-272.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,75.625,-30.625,-267.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,111.25,-5.625,-266.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,25.0,-66.25,-262.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,75.625,-51.25,-262.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,131.25,-10.625,-262.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,106.25,30.0,-262.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,40.0,-10.625,-261.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,70.625,-15.625,-257.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,90.625,30.0,-256.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,126.25,-15.625,-247.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,95.625,-61.25,-246.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,131.25,-5.625,-246.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,55.0,-25.625,-241.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,105.625,-25.625,-236.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,95.625,-71.25,-231.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,-146.875,-51.25,-231.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,106.25,-50.625,-231.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,50.0,-10.625,-231.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,75.625,-10.625,-231.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,126.25,-5.0,-230.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,55.625,-46.25,-226.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,90.625,-15.625,-221.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,105.625,-10.0,-221.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,106.25,-55.625,-216.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,90.625,-35.625,-216.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,116.25,-30.625,-216.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,121.25,-0.625,-216.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,60.625,-15.0,-210.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,125.625,35.0,-206.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,55.625,-35.625,-205.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,116.25,-20.625,-205.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,111.25,-45.625,-200.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,100.625,-60.625,-190.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,106.25,-20.625,-190.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,95.625,-0.625,-190.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,75.625,-20.625,-175.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,90.625,-30.625,-170.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,5.0,50.0,-135.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,-25.625,50.625,-125.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,-5.0,45.625,-124.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,-5.625,35.0,-54.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,-131.875,-5.625,-29.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,-0.625,-25.625,-28.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,-10.0,20.0,-24.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,131.25,-0.625,-19.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,-126.875,-5.625,-18.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,-61.25,171.875,-18.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,-35.625,176.875,-18.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,-20.625,176.875,-18.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490,35.0,176.875,-18.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,-27.125,-114.375,-312.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,134.75,-49.375,-312.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,140.375,-38.75,-312.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,89.125,-94.375,-307.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,59.125,-74.375,-307.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,89.125,-63.75,-302.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,69.125,-74.375,-301.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,54.125,-79.375,-297.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,48.5,-63.75,-281.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,74.125,-84.375,-277.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,94.125,-69.375,-276.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,84.125,-48.75,-271.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,-134.0,-38.75,-246.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,-133.375,-43.75,-206.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,-108.375,-69.375,-205.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,18.5,-114.375,-200.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,17.875,-110.0,-185.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,22.875,32.5,-180.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,-124.0,-69.375,-175.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,23.5,37.5,-135.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,13.5,-84.375,-109.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,17.875,32.5,-105.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,13.5,-79.375,-90.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,-17.125,-53.75,-53.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,2.875,-38.75,-23.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,-32.125,-38.75,-13.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,33.5,-33.75,-13.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,-47.75,-28.75,-13.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832,-12.125,1.875,-13.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613,114.625,-40.625,-361.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613,18.375,-101.25,-351.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613,-1.625,-96.875,-350.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613,64.0,-101.25,-346.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613,14.0,-101.25,-320.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613,64.0,-101.25,-320.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613,44.0,-101.875,-315.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613,28.375,24.375,-164.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613,43.375,30.0,-164.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613,14.0,24.375,-158.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613,-6.625,35.0,-154.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613,8.375,24.375,-143.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613,-21.625,40.0,-143.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613,8.375,20.0,-102.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613,8.375,4.375,-67.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,55.6,-51.75,-359.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-151.9,94.5,-359.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-156.9,84.5,-348.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,65.6,-51.75,-344.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,116.225,-46.75,-344.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,40.6,-51.75,-328.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,116.85,-46.75,-328.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,65.6,-52.375,-323.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,96.225,-41.75,-323.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,121.225,-21.75,-323.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-161.9,53.875,-323.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-151.9,94.5,-323.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,106.225,-51.75,-313.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,121.225,-26.75,-313.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,131.85,-26.75,-313.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-161.9,23.875,-313.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-35.65,-92.375,-186.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-0.025,-77.375,-186.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,14.975,-72.375,-181.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-146.9,-11.75,-176.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-35.65,-87.375,-171.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-86.275,-72.375,-171.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-101.275,-71.75,-171.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-126.275,-31.75,-156.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,4.975,53.875,-156.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-121.275,-31.75,-145.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-15.025,-67.375,-135.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-116.275,-31.75,-135.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-111.275,-31.75,-115.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,106.225,-36.75,-105.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-156.9,-11.75,-105.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-5.025,43.875,-80.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-10.025,-21.75,-60.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-55.65,-11.125,-54.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-116.275,-21.75,-50.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-55.65,3.25,-50.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-10.025,18.875,-50.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-10.025,-21.75,-49.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,121.85,-21.75,-49.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-62.975,-71.25,-333.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,104.525,-15.625,-317.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-87.975,-61.25,-277.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-108.6,50.625,-277.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-103.6,60.625,-277.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-97.975,-46.25,-252.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-87.975,91.25,-237.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-108.6,-35.625,-222.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-108.6,55.625,-222.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-67.975,-71.25,-221.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-113.6,-40.625,-211.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-118.6,35.0,-211.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-102.975,75.625,-211.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,74.525,35.625,-136.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,68.9,30.625,-64.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,79.525,30.0,-59.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,68.9,50.625,-59.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,79.525,50.0,-44.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,69.525,50.0,-39.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,18.9,-46.25,-34.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,8.275,-71.25,-24.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,3.275,-56.25,-24.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,43.9,-46.25,-24.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,59.525,-30.625,-24.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-27.35,-26.25,-24.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,46.9,-66.25,-288.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,-74.975,-61.25,-288.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,-18.725,-61.25,-288.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,-43.725,-61.25,-283.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,31.9,-61.25,-267.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,31.9,-76.25,-262.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,56.9,-61.25,-247.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,118.15,-40.625,-242.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,-3.725,20.0,-91.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,-13.725,-66.25,-19.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,-8.725,-76.25,-14.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,-3.725,-0.625,-14.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,26.9,-96.875,-9.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,41.9,-86.875,-4.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,41.9,-101.25,0.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,-8.725,-106.875,0.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,-39.35,-30.625,5.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,12.475,-125.875,-312.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-38.15,-60.25,-312.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,108.725,-4.625,-312.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,144.35,-60.25,-307.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,174.35,21.0,-307.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,154.35,-45.25,-301.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,2.475,-150.875,-296.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,169.35,-29.625,-296.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-138.775,-9.625,-286.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-133.775,0.375,-286.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-138.775,41.0,-286.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-93.15,-85.25,-282.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-133.775,-30.25,-282.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-128.775,-19.625,-282.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-103.15,-75.25,-281.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-118.775,-49.625,-281.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-123.775,-35.25,-281.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,73.725,-55.25,-277.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-93.775,-85.875,-271.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-118.775,71.625,-271.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-108.775,-70.25,-266.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-118.775,-54.625,-266.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-123.775,-35.25,-266.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-133.775,-30.25,-266.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-133.775,20.375,-266.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-123.775,-24.625,-261.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-143.775,1.0,-261.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-128.775,46.0,-256.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,98.725,-29.625,-251.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,88.725,-50.25,-246.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-158.775,66.0,-130.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,12.475,26.0,-95.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-22.525,-80.25,-53.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-22.525,-70.25,-43.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-1.9,-4.625,-18.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-33.15,-55.25,-18.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-1.9,-14.625,-3.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-57.525,-35.25,1.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463,-27.525,-90.875,6.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.272961322147784625028175033640,-43.625,35.0,-228.785,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.272961322147784625028175033640,22.0,55.625,-172.535,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.272961322147784625028175033640,6.375,50.0,-162.535,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.272961322147784625028175033640,1.375,15.0,-71.285,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.272961322147784625028175033640,1.375,10.0,-61.285,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015,35.0,-101.875,-357.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015,-45.625,-116.875,-352.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015,5.0,-101.25,-347.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015,-66.25,-96.875,-347.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015,-51.25,-96.25,-347.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015,-5.625,-121.25,-342.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015,75.625,-101.25,-342.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015,-31.25,-116.25,-337.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015,10.0,-126.25,-327.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015,-50.625,-111.875,-327.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015,70.625,-106.25,-327.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015,110.625,-76.25,-327.125,0
