seriesuid,coordX,coordY,coordZ,label
1.3.6.1.4.1.14519.5.2.1.6279.6001.163994693532965040247348251579,-123.575,-64.25,-48.31,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.163994693532965040247348251579,124.55,-44.25,-43.31,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,45.35,219.1,-293.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,90.35,213.475,-293.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-51.525,194.1,-293.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-51.525,173.475,-293.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-65.9,173.475,-293.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-172.775,97.85,-293.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-177.775,87.85,-293.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-187.15,67.225,-293.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-192.775,22.225,-293.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-192.775,2.225,-293.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-187.15,-28.4,-293.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-20.9,-195.275,-293.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,4.1,-199.65,-293.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,34.725,-200.275,-293.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,19.725,-200.275,-293.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-50.9,213.475,-288.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-35.9,209.1,-288.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,44.725,203.475,-288.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-15.9,198.475,-288.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-76.525,198.475,-288.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,29.725,184.1,-288.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,9.725,179.1,-288.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-0.275,179.1,-288.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-35.9,179.1,-288.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,69.725,173.475,-288.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,79.725,163.475,-288.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,155.975,153.475,-288.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,150.975,143.475,-288.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-147.15,132.85,-288.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-152.15,123.475,-288.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-167.15,112.85,-288.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,200.975,102.85,-288.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,221.6,67.85,-288.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-35.9,193.475,-287.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,185.975,123.475,-287.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,69.725,-194.65,-287.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,90.35,204.1,-283.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-20.9,179.1,-283.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,176.6,127.85,-283.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,216.6,82.85,-282.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,4.1,-199.65,-282.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,75.35,214.1,-278.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-50.9,194.1,-278.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,226.6,57.85,-278.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,75.35,-33.4,-278.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,59.725,224.1,-277.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-25.9,219.1,-277.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-76.525,198.475,-277.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-137.15,147.85,-277.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-35.9,209.1,-273.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-50.9,209.1,-273.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,64.725,194.1,-273.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,110.35,183.475,-273.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,100.35,183.475,-273.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-61.525,174.1,-273.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,69.725,168.475,-273.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,135.975,163.475,-273.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,90.35,163.475,-273.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,130.975,-63.4,-273.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,44.725,224.1,-272.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,14.725,209.1,-272.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-20.9,209.1,-272.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-0.9,208.475,-272.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-20.9,193.475,-272.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-30.9,193.475,-272.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,130.975,183.475,-272.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-81.525,178.475,-272.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,120.35,158.475,-272.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,160.975,148.475,-272.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,211.6,92.85,-272.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,59.725,214.1,-268.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,34.725,179.1,-268.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-71.525,204.1,-267.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,221.6,72.225,-267.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,226.6,57.85,-267.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,80.35,-48.4,-267.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-177.15,-54.025,-267.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,75.35,-190.275,-267.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-35.9,-190.275,-267.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-10.9,-195.275,-267.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-20.9,-195.275,-267.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,9.725,-199.65,-267.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,211.6,92.85,-263.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,14.725,204.1,-262.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-0.9,204.1,-262.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,19.725,193.475,-262.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-15.9,184.1,-262.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-50.9,184.1,-262.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,110.35,163.475,-262.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,115.35,-59.025,-262.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,29.725,209.1,-257.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-20.9,209.1,-257.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-0.275,184.1,-257.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-76.525,184.1,-257.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-106.525,168.475,-257.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,186.6,118.475,-257.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,226.6,-7.775,-257.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,75.35,-190.275,-257.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,4.725,-199.65,-257.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-86.525,183.475,-252.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-96.525,183.475,-252.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,34.725,178.475,-252.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,221.6,72.225,-252.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-177.15,-53.4,-252.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-167.15,-74.025,-252.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,59.725,-194.65,-252.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,34.725,-195.275,-252.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,24.725,224.1,-247.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-50.9,189.1,-247.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,44.725,178.475,-247.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,226.6,-28.4,-247.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,65.35,173.475,-247.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,115.35,163.475,-242.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-101.525,-164.65,-242.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-30.9,-190.275,-242.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,59.725,-194.65,-242.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-15.9,204.1,-242.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-81.525,199.1,-242.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-106.525,174.1,-242.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-172.15,-63.4,-242.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,175.975,-124.65,-242.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,75.35,-190.275,-242.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-0.275,-195.275,-242.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-81.525,189.1,-237.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,19.1,183.475,-237.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,14.725,-195.275,-237.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,44.725,219.1,-237.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,29.725,209.1,-237.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,19.725,199.1,-237.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,186.6,-104.025,-237.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,24.725,-195.275,-237.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-15.9,204.1,-232.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-10.9,189.1,-232.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-0.275,224.1,-232.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,14.1,219.1,-232.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-35.9,204.1,-232.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-45.9,204.1,-232.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-50.9,194.1,-232.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-66.525,189.1,-232.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,44.725,178.475,-232.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,95.35,173.475,-232.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,160.975,138.475,-232.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,211.6,92.85,-232.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,100.35,-184.65,-232.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,74.725,-190.275,-232.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,64.725,-194.65,-232.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,226.6,-8.4,-227.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-65.9,204.1,-227.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,145.975,148.475,-227.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,226.6,62.225,-227.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,155.975,-149.65,-227.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,44.725,209.1,-222.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-81.525,199.1,-222.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,14.725,183.475,-222.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,120.975,158.475,-222.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,185.975,-119.65,-222.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-86.525,-169.65,-222.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-30.9,-185.275,-222.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-50.9,209.1,-217.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,24.725,208.475,-217.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-15.9,204.1,-217.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-30.9,204.1,-217.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,39.725,178.475,-217.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,145.975,148.475,-217.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,226.6,62.225,-217.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,110.35,-179.65,-217.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,75.35,-189.65,-217.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,64.725,-190.275,-217.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,49.725,-194.65,-217.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,29.725,-194.65,-217.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-15.9,189.1,-216.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,221.6,77.85,-216.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,95.35,-184.65,-216.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-80.9,198.475,-212.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,185.975,132.85,-212.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,211.6,97.85,-212.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,14.725,-194.65,-212.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-80.9,189.1,-211.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-96.525,184.1,-211.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,205.975,112.85,-211.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,185.975,-119.65,-211.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-0.275,-194.65,-211.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-66.525,204.1,-207.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-60.9,-170.275,-207.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,60.35,224.1,-206.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,34.725,224.1,-206.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,45.35,214.1,-206.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-30.9,199.1,-206.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-45.9,199.1,-206.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,95.35,-184.65,-206.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,125.975,158.475,-202.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,85.35,-184.65,-202.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,44.725,198.475,-201.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,44.725,178.475,-201.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,175.975,138.475,-201.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,206.6,112.85,-201.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,216.6,92.85,-201.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,226.6,77.85,-201.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,170.975,-74.025,-201.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,180.975,-124.025,-201.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,135.975,-160.275,-201.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-66.525,199.1,-197.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-50.9,198.475,-197.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-5.9,203.475,-196.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,14.725,198.475,-196.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,196.6,127.85,-196.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-61.525,-159.65,-196.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-35.9,-169.65,-196.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-50.9,-169.65,-196.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-5.275,189.1,-192.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,95.35,-180.275,-192.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,54.725,224.1,-191.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,54.725,214.1,-191.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,64.725,204.1,-191.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,54.725,204.1,-191.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,14.1,188.475,-191.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,85.35,178.475,-191.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,125.975,163.475,-191.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,145.975,-154.65,-191.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,135.975,-159.65,-191.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,85.35,-184.65,-191.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,64.725,224.1,-186.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-81.525,189.1,-186.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,4.1,-99.025,-186.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,75.35,224.1,-181.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-0.9,214.1,-181.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-20.9,214.1,-181.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-50.9,199.1,-181.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-60.9,199.1,-181.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,4.1,198.475,-181.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-35.9,198.475,-181.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-96.525,184.1,-181.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,44.725,183.475,-181.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,64.725,179.1,-181.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,110.35,173.475,-181.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,130.35,163.475,-181.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,191.6,133.475,-181.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,95.35,-179.65,-181.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,85.35,-180.275,-181.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-20.9,204.1,-180.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,49.725,214.1,-176.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,34.725,199.1,-176.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,14.725,199.1,-176.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,14.725,188.475,-176.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,90.35,178.475,-176.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,155.975,174.1,-176.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,150.35,158.475,-176.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-91.525,-139.65,-176.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,115.975,-169.65,-176.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-81.525,-139.65,-175.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,100.35,-174.65,-171.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-15.9,47.225,-170.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-5.9,42.225,-170.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,175.975,-124.65,-170.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,140.975,-154.65,-170.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-46.525,204.1,-166.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,-60.9,204.1,-166.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,85.35,-170.275,-166.375,0
